RestrauntID,Cuisine,Rating,NumberOfReviews
CN-ZjeSCht_lOcEsuVSfgA,indian,3.5,187
z5z6_y69b_ufy73GZUt7Tg,indian,4.5,19
pf_84vrm2-Ir0mVwzK8VNw,indian,3.5,62
7rTl_d-dqlK5dGG31ogSBg,indian,4.0,269
9eZrG8nANKuoyGSqdj_gew,indian,4.0,158
rp_TaJRjaNmOCb8vJ2S_sw,indian,4.0,247
3Y-beEWD9prfpSZXrQjMPg,indian,4.0,3
7cHTm1XExnsbIRiWi8TAaQ,indian,4.0,53
NDxfIV_QMyXaj4Oa4azXTg,indian,4.5,12
8soP-zjZsslrb5egCkRDvQ,indian,3.5,137
khZwIk7s0AqTk0jy0WPvkw,indian,4.0,60
74FFOreAgPphSwSZlfZzgw,indian,4.0,526
-_LtKO0FdpINUMAWMfDOOQ,indian,4.0,103
nNBYKojg6wD3Ov52Et6Omw,indian,3.0,1
XcurvEBQwi0g8Tm72uABlw,indian,2.0,19
7CM15wd5d8WC_pHR674YXA,indian,4.0,463
c5vz72Q9mAmRs2NZUsWpRQ,indian,5.0,4
xdioStDO8FAyQiZWHJiGZQ,indian,4.0,171
yC-GsIbqeQnoVd9LYiOabQ,indian,3.0,158
dgz6m-9WZhahheWVguwfBw,indian,2.0,1
sOu_0B7CgxYEzwagOh27Tw,indian,3.5,35
pwarWuPn7Aw_il-epzJEgg,indian,4.0,283
vhzkJobCGQ9cA93k19gbkQ,indian,3.5,42
Scs2L-4imyt_lorJ6biFKA,indian,4.5,67
oZL2RilA-P-PgkMU0AdR-Q,indian,3.5,182
fKsGFEKMD0e39B7SW-G8xw,indian,4.5,8
uPW_isMEB92IDrX04pLK1g,indian,3.5,289
MhKxCsST8TfvEmqLtzj2Yw,indian,4.0,34
jQD0E2iEhPmNqkEs-3QUwQ,indian,3.0,64
wPDNt1enVbzu01s0sVAvsw,indian,5.0,43
RxlN-Q5U1J3LpK69VV9Xyw,indian,4.0,67
2FFkYc6LbRanDbOwKumLEw,indian,4.0,1
Bft47FX6dorGwlUypMrG2w,indian,4.0,81
aLnt6DwRxlSm8xD9nuEEmA,indian,4.0,22
yRJfv1ERRieWTX-uHCFDtg,indian,3.5,89
5iKAeJ8RVrNGRUNy-355jQ,indian,3.5,250
trkn76h8vQeB8kCUgHJyuw,indian,4.0,1
DJSsqXhaP2C4wXG8EPL1bg,indian,3.5,204
7lhmzhkct9-blnuBAp_HVQ,indian,4.0,325
gMgnrr8dJzJJLVH1IbFUZw,indian,4.0,24
txfjMwfqr0HXNFZTJTkYiA,indian,5.0,10
KU8N7dW6vgOA_-HdVL8o8Q,indian,4.0,10
HHkTmzDBE9sGWvtSW9Ne8A,indian,3.5,267
PAhIveQCsTzi7FNPPQPutA,indian,4.5,12
cuUmPDEY-1KXzShGdpsqag,indian,4.0,506
3Wu7lGDEwuP-5OW1rdg0OQ,indian,4.0,122
4zvurFltnSNVGTDFxjNyjw,indian,4.0,102
a-gG1ZBVBM1VJ-Y9JLUnhA,indian,4.0,290
yb9o5T88FPUXYOzxyXlUcw,indian,4.0,201
CxvXmplrCyvnHIGDrNKRyg,indian,5.0,1
VvIzNbkl4PDPzutZdxWCJw,indian,4.0,18
Ohi-o00luDtU7TMpVtJHJw,indian,4.0,894
1TJOTRt9Ws1vHh-zKNZmsw,indian,4.0,50
MVNhVKCIqWXUyhwqWMOnYg,indian,3.0,10
iFhpdc5cI_uiNAZrPlflpQ,indian,3.5,104
ZrhOYpCBzHYxM6jPQLNerQ,indian,3.5,32
ugEZc_Cc4tu71j-yuj9HCQ,indian,4.0,56
p0aDcwnhhjnAfn67tEFesg,indian,1.5,5
VMSO12sjs6W415PSogC7PA,indian,3.0,123
pv_9QjRf45GRd3pMeKmmKw,indian,4.5,9
hfO1-9BjdSLjqErFT265ug,indian,3.5,2
dzI6MzwKbrhJN5dEeUbX0w,indian,4.0,536
SJ6gBwqF219nV6dAZBt93Q,indian,3.5,24
LaBJkwwC1lrYtooJQkvh-A,indian,4.0,15
_kaQarBVxm8rHnyeFlCwTQ,indian,4.0,15
NydHMLL3iWR52oMd1s0GIQ,indian,4.5,21
V4C5SzWmNkgPMjiCfEZ41g,indian,3.5,86
DTxsUnrcAQO-OXwwypPZjQ,indian,3.5,165
hswirO2tzhjdopGrjEE3xg,indian,4.0,13
MAjVFhRwxbOsMHLkObzh4Q,indian,3.0,80
phEamT8HRnu-RFFoCbJ5Bg,indian,5.0,5
uwx3yy7Wu5u55EiXRv03aQ,indian,4.0,164
f26O6kd8FCWoCXfQUNWJ2g,indian,3.5,82
eeGh0KSBTBEeHzL3wSbdWg,indian,3.0,112
SExVenfR3ScUzIJHdUpxuw,indian,4.5,15
K_s7EXV9Ly5jlxyNZ39QDg,indian,4.0,14
lZRs_xl354EQuL-DqsOM4w,indian,3.0,1
JFGHmvKmzW_TP6NjdvoWow,indian,3.0,26
55spA8dSOvKRme3ix-k7gg,indian,4.0,872
3PabSEZ2ESexVFZznyozVw,indian,4.5,234
w5OkGoc_gcA3EA399aV1Jg,indian,3.5,139
DY3RKjbIT3G8URhVEvQ_UA,indian,3.5,3
pzVUUB9bXZMK8KvRLOoUWg,indian,3.0,1
KLLRrrPHsA5oQKYwreTI9w,indian,4.5,16
LpQIn07liSugCw3IIQNyvA,indian,2.0,4
til9hZedX5st86EamUudMA,indian,3.5,127
x7apQYW3lRYo0D7Fv3q3FQ,indian,4.5,4
4SK9aWKC-Qwk-cqS2dWbfw,indian,5.0,4
CZZkMp7PST4VHBnaHCUoHw,indian,4.0,39
U7QMrNTwRrPJ__0jbb6EYQ,indian,3.5,240
idPuFfnCBOTckYzVaYpfBA,indian,3.5,133
XDFrK9kelRfGcQvBN3O1OA,indian,3.0,96
XUYR7XBtPn0cIAn5hCl4Cw,indian,3.5,74
XwJwqa89PK-xPSiEXAs_6g,indian,1.5,11
WBJLoLeRSSzRDrzOv5IRng,indian,2.5,3
zBf-m72ATTPTey-_9vu3Yw,indian,4.0,1055
LaMbEoM5Vw9CQP5usaD2xA,indian,4.5,75
jRN12bcaeb2MjJoe2HmuJQ,indian,3.0,50
xEnNFXtMLDF5kZDxfaCJgA,indian,4.5,8751
hmNxdAbt0tiGm8_vPdXCSA,indian,4.0,155
SenZItlZ9eIWNCZ5yB6PdA,indian,3.5,6
u_j2PopX_tFfQvrlerjmmA,indian,3.0,93
_oB3M47mlg3dJGKKIYkRIA,indian,2.5,13
Tl62WKPOTpGfhSTcHNKkLQ,indian,5.0,1
wqYHhMnpdfUVGL5JI3Wi_A,indian,3.5,921
R7MDZP5G374JA1-kaR2CLw,indian,4.0,72
PeLeSgbctqoS_L6g_cvjUw,indian,3.0,35
pKnqJZpCX3xYIURHOnWuig,indian,3.5,14
F3mRjSCTKlA1qj7OiRikiQ,indian,2.5,2
qa8OUhoOiOmCYbAAQAj1cA,indian,4.5,2
I2Y3_18dUz0CaSzsx_x7Ag,indian,3.5,98
8AM1gGIk6KVb27Q9TYwD9Q,indian,4.0,409
yVvx0wKmBplFlMd9z10Ytw,indian,3.5,192
mNf8XWHW8peGNhCr9HNWQw,indian,4.0,86
NHoKf98A1Hi8htHEfeptgw,indian,3.5,133
hG1H6NRQvWQkr7OeTFqDSw,indian,3.5,90
QV7OzZd6RsQjAkoxbHqEzQ,indian,3.5,149
kl8Lw7RD7cSeX55Ad5ab7Q,indian,4.0,40
eVZGBIWAmQxiTwVYA0pjWA,indian,3.0,5
ArRjkFlv7aIUfxNLvI1bwA,indian,3.5,69
C6AAKuzSw-HrP7G47y47TQ,indian,4.0,1
PZLdVjlGHc9XlvFDdxHcIw,indian,3.0,17
oX0xsDBmBoFuAws5gfbs2Q,indian,3.0,224
2K9dTgbmn3vS9YyFmun1sA,indian,4.0,1
pySuU21NBcNpM0mr3_bggg,indian,3.0,149
nydvJwzkth8lumyqKmCdnQ,indian,3.0,53
lTKwlr9_vWjNDPbt4I7bog,indian,3.5,94
l2mIxUN1Tv_hsxQS7xxrgQ,indian,4.0,8
rML0mPoWQHxG8ifHGuI7pQ,indian,3.5,82
WbCZW0OBcakQ9oxsLsw8vg,indian,3.0,97
-jSxoTeK6DXEqtEhlj2YFw,indian,4.0,4
p3E_1wktqB-Z4qtqqO9F-A,indian,4.0,773
va55P895H8qYFBjjEk6LIA,indian,3.0,147
JATyH-KGyi8GH_KUVLid2w,indian,5.0,3
TcuWyuZAORVnQBPCMNbTgw,indian,4.5,484
vTX77dgdGryT9zc6mKXEsQ,indian,4.0,151
jOVE1CWC00mmI_4Y3xuOUg,indian,3.5,50
qZgRPGUl01ldRuTd6pSOnA,indian,3.0,188
CP5zlAOYYne7uhzUC1LyuQ,indian,4.0,65
QK4oWeb8EItwV5U3YH_R8Q,indian,3.5,72
o0KsfMVarWBDsTOGFXVHsA,indian,4.0,26
zcgPjeIpjYDDVbTar9mfAQ,indian,4.0,92
KDr72efaFAcQXccdA4yoaw,indian,4.5,10
VNmSye6SGkwtSijlPnV5YA,indian,3.0,21
wP0s8Jv2eFRMfjFj7isYUw,indian,4.0,245
j0Q-yyxS2WiL3foCJEV4eg,indian,4.0,478
nqGp208f_wdqoLfNQgn_Ig,indian,4.0,85
upaVTWhLsxcu1HXqN8iHVQ,indian,4.0,115
11joI1ETb1Vh6k5NoGhnaw,indian,4.0,7
sUVRmTS3gwZtdDbjA5TPpA,indian,2.5,8
9tjTiVC2HepvHwEPdc677g,indian,2.5,108
FdpEdKi4YbTu4t7B0tufIQ,indian,4.5,15
-GkhPQ0AVLoIAzPGfQ_SaA,indian,4.5,12
jKCSGAMyS0KIcS-vKpEuaA,indian,4.0,96
Q3q5ODGrzCGjTUKaFEWJkw,indian,1.5,5
ujKLiI39ie5K_iB-TLaFMg,indian,3.5,31
2KCyOxOM5J9glFSpmLqb9Q,indian,3.0,135
DodCeSN_hkXCJDoJ0uVxKg,indian,4.0,332
BYIfW55zHJNKzTvMv6hAZA,indian,4.0,7
8YMplA3OLfE8uBSai6cF7A,indian,3.5,10
iHiEMvbpLzNYTMsd5-VnQw,indian,4.0,268
m6WOGq7BSB8YPjKoOpNTLQ,indian,4.0,277
T1k1t6NCxNa_2EZ1Sl-heQ,indian,4.5,95
EXFJUuKdtnf4eV1IF1drWQ,indian,3.5,47
UgVY-74sV9xHzx6WR96Wog,indian,4.0,33
x9wa2M7gvf32swUSBP3uXA,indian,3.5,682
-DT3bduqJca_u3DGDarUkw,indian,2.5,9
5K9dDoK_BLgAAAvedRxemQ,indian,5.0,6
oiiQ_2cIUTZG-8qTlcwiuA,indian,3.5,19
zUs0dYx8zPKTkFiLdQKf_Q,indian,4.0,27
yqKzYJHASzNlytsMUmyAsw,indian,3.5,28
y-y2rMiSf5alNXMJTpTuDg,indian,3.5,138
9DceMTrjyVqBgQRqgR6GWw,indian,4.0,1511
0eRir9RUGAnfKov68kvKVA,indian,2.5,8
oyRcOkU1wvznOfQ_Wp3IzQ,indian,2.5,20
xscOfj1dMkEKvhrRruLpIg,indian,4.0,591
kmUJxfIvBV1xlC0WUtjcLA,indian,3.0,27
Rta-_ALLo7g9xTUi23pmRw,indian,3.0,89
I8X2NYRYHdWrGrxIHZFJ5A,indian,3.0,201
xnrn6Ibn4T22vTjYX1H1zQ,indian,4.0,13
7UJRw4Klt5yfE7q9vznEHA,indian,4.0,133
7YJxZAvMxB-oVZfHAuvBmw,indian,4.5,227
Qz5E5sPtETWD3kwEUsBZpw,indian,4.0,407
eXrk95smyEBBIOJigCvo7Q,indian,3.0,8
mt4KWnuakQLhJ6NhgbXqVA,indian,4.0,6
tAHRDrCR0l_utA91IyOYNw,indian,3.0,111
GeXd_6XseU9E8oC1p1SaNg,indian,3.5,162
jlH66jTIZUwX5MT1D-lhvg,indian,4.0,30
RIl9kkzPz530mPoo-_PIgg,indian,3.5,16
oL3NzwNMn-e02cxGwvsPcw,indian,4.0,1
85123ck6ZQF5-4rTQbDHjA,indian,1.0,2
Pl7usBOnUHmpCGWgD4J0Mg,indian,3.0,85
R0FryAIetxATjdYwOdy1aQ,indian,2.5,70
S37Fd4Jrwuv6R1DukmlqSQ,indian,3.5,315
0dQ0z5qAqg9CmMmbEDs7rg,indian,2.5,15
E8atCW6l6y1SVeEXbbXzEA,indian,4.0,500
nVNLmnYK3cBPDSBx3qKq-w,indian,3.5,103
tbg4gR3jUUllR28cySo2kg,indian,4.0,394
fv2mCAA4VtJxrwke3TH1cw,indian,4.0,58
XYusVoJKFBU_-LIGYlkZeQ,indian,4.0,23
BYnd0Kbkrjhz0CGKMF1lqg,indian,4.5,254
4Hxhgx2AufLIuhrqyz_7IA,indian,5.0,8
l4fwf8VwAokv3MWT45Ab7g,indian,4.5,435
fNxI--522GxiStC-J3SnTw,indian,4.0,19
U0QlNZX8FVwiXCIIaHqhGw,indian,4.0,153
0SqFgkdmfNWj9iUQgfghEA,indian,4.0,144
9u64nKbzK0RkdpZoAw32uA,indian,3.0,48
hLdrBdGwy_eDvayx8VAndQ,indian,4.5,3
bVyA5z69287U9B9W88hERg,indian,3.0,265
lMoV8XWfzPsN1Q_Yl40sAg,indian,4.0,260
beILZHnGvC98CO59aOmo1w,indian,4.0,14
U45dUNzVKs2KlM5HRgbDGA,indian,4.0,37
__XmiV4VwrbVDVHrRzn3oQ,indian,2.5,81
-PCQyh7uZPBamQYfpI8RBw,indian,3.0,98
O2Wf9JozX-Av2SOV6EvmNw,indian,4.0,185
6YsCjSkCoUJ6rVDJe04Yuw,indian,4.5,163
7aH8qPfHxuy9Hub5Q8GKFw,indian,4.5,4
sEShqxRbZuWqjXEVCGMK9g,indian,3.0,75
HN8BQ7DpnLTrEkEPIap3DA,indian,2.5,2
nyAyIIISpOCHZDnlPRNfHA,indian,3.5,5
L02D3DmTwrkap-BaAfIg8g,indian,3.0,4
3RuiiqUg8C3HZ-RuvlqtBg,indian,2.5,66
AKaO-EaJ8EgUnx5EPZ8N4g,indian,3.5,90
NH-5cniqVsAZQPOxhZ8IgQ,indian,4.0,770
hXqrA_Z3jZ8Q1O6ZehWSwQ,indian,4.5,166
rBYSwbua5I5dzMTRX5o7Jg,indian,3.0,44
vwgLem_9f5zJUXI_c0gM8w,indian,4.5,6
isvWkHXd6AqpZ_q-Z_iR-g,indian,4.0,1
RdcqVP_xjxQEbNRMYccBQw,indian,3.0,100
kjDnwT4HwQDVjGo1OInaEg,indian,4.0,12
UOaXJyVrr9l1XO7lGaT-bQ,indian,4.0,38
_ZxbRvQDWD3uVu3o9df82A,indian,5.0,1
FhHRG5CjoST2jMlz6uANHA,indian,3.0,11
KeVQTRyG41doVE3YVsV7Pw,indian,3.0,74
mYu2soE6QEUYvIth0KL9HQ,indian,3.5,34
gJSX5IDyhjeMjz9IS2DIwQ,indian,4.0,331
HSlEzWSQbN0vRqIpN5WOZA,indian,4.5,7
HYW2O2qycmFiGUNt_TlyPA,indian,4.0,191
jUD3vbZS_MGkDk2yfBXZuQ,indian,4.0,56
R1hRLBVYITw5aIkLa58xFQ,indian,3.0,8
_hEfuDthNKUPSfIoGwobgw,indian,4.5,4
x5HLJVEOYF-cCmGEZFu9yA,indian,4.0,791
i9EgpwRQVS8kEcgbyEzOeQ,indian,2.0,4
TB9jN3Fe-JHjyjYWmIQ_EA,indian,4.0,1
GYik7iRs1Esz7jkvj4iUZg,indian,2.0,1
lMyJ9lrwRddpsOR_WeMSww,indian,4.0,407
UL1HHTZCOJqBTgQMPtvA6Q,indian,3.5,68
RFiR-vXB46apdqHYr4S57w,indian,3.5,10
BKABojUN3G9vUrG3AlDZgQ,indian,4.0,103
MAwtBgCmrY-i_jbmXlDMkw,indian,4.0,595
iy1AZhDzBejmG8Uydo7SoA,indian,4.0,4
5xk_sMKB5S-uo_6mgJqA9A,indian,3.5,84
PPhUz-roOHiIp9vA0rEoIA,indian,4.0,12
2DGTVgGGme6CoXFCgooqVw,indian,4.5,16
9JsPac_weBYz-SFMo5dzqQ,indian,3.5,36
8mNN98-kejLAJLR9p7_mvQ,indian,2.0,18
XNJgKHavBZm47RpudtAn3A,indian,3.0,68
UTsBON3O7wIKWupchuhRug,indian,1.0,1
4LVINhq3y4hCrxtShrNkYQ,indian,4.0,161
7d9M58Bi4ZzgZZjLjvrzUQ,indian,4.0,11
HOKbDzRHb-uyDHihqp2YAg,indian,4.0,83
3_pn5nxp9NuGv7tJ61Mslw,indian,3.0,38
ndyZ-kElszC2oxiGHAorCQ,indian,2.5,5
52tGj_mESixieiWsp4_pOw,indian,3.0,22
blDT9_3bnnWAwtBAODIENA,indian,4.0,71
hgoT9kFq-6YtQ1C1z6FK0A,indian,2.0,4
7CloPu57SYPIrJAB1Ie0Ew,indian,3.5,34
_ztYFP1H6uJmR-9cVLDU5w,indian,3.0,69
1x52iJEKL-7E50m66g42FA,indian,3.5,6
QsujlS_gBXtR6SQjWl02Ew,indian,2.5,10
k2o2DJOZT0oGTM-zmAJUfQ,indian,4.0,139
_lixxjh89aMAcEhyvQDIiQ,indian,2.5,107
O9AnGazrv5nz7p5mC6FwbQ,indian,4.0,450
j1cyPRsQBHdeOEcjqRXs3Q,indian,3.5,3
Pqp4dGeEwCG1cH9mZq2rJA,indian,5.0,1
bVkia681mgwsvAe0TckVbQ,indian,3.5,14
u_3TLN0u6LyOL01vdjFOug,indian,4.0,1092
KxyH5zvTyXawl17lHjA4SQ,indian,4.5,191
Tp3MF3DNXuW41A10PQ2nFw,indian,4.0,316
lhfgFU9cQIquGaLpSi4r6g,indian,3.0,5
0XC6L2GCtuaNEI8XFEyD2g,indian,4.0,180
q6BN2aVJFFFkUF4BgpeuyA,indian,3.0,75
cOnQnP9GwyvhQjCJbSz5Fg,indian,3.5,7
JOXl-jcvaciJa_oQAvFkbA,indian,3.5,232
GuXLxV90U3k4Bs8VkxqPUQ,indian,3.0,264
s4pRTGVcKMfybxpyKu4KzA,indian,3.5,47
80YK6JElg_pHjlHLlOvkmw,indian,3.5,291
wqOBqXkMar3xPOHfkWGwDA,indian,3.0,208
25lFbeQ7P0clFgbHkSHEtQ,indian,4.5,2
5yEX566DCppdRBcd_c1jvA,indian,4.0,62
fKCbpU4CUazTwg3wgceHnQ,indian,4.0,5
EqZEbtu-91BdCPd4chXPVw,indian,4.0,147
jNYhFfAXN3qyy9JbKla9AA,indian,3.0,42
zrjxk9o02-fs-hMcrAyaRQ,indian,3.5,252
SAtNtvCUs9b-Ak55GP_G3g,indian,4.0,1
bvNXEdDaUyy8zkth500qaw,indian,2.0,96
WcTJzuVYTWHd0hvdAWO5Nw,indian,3.5,13
-HYrr7-Bx-RuQO0Bo0F4iw,indian,5.0,2
F45gH5oEHbuptyHLRV8ZWw,indian,2.5,14
pMdhVoZuxIQGYOD8tsWMpA,indian,5.0,1
wfJCzfotoMELb74z4lITOA,indian,4.0,150
35bJdPviyOHhiFHOFStN4Q,indian,3.5,11
6KrznDMeNCMA9wQrr6qwLA,indian,5.0,2
WtaM26GHmDBiUpVB4lnl2w,indian,4.0,1
1jHX_Q79OjC9PtTsnseANQ,indian,4.0,8
xhWqjDuoORYBVgZVc4uK3g,indian,4.5,162
AZXVhEWU2FAqI40b0ZvzfQ,indian,3.5,36
rGmGim1ZDCxnF8n4NiKrYQ,indian,3.5,498
kTi9RbFCUGRySbZnq0pdlQ,indian,4.0,126
T-oHllUXvyGBvhn3id5Vwg,indian,4.5,95
clRkIWrwyNVpcZdhrYVB5g,indian,2.5,17
ju6btoDb3UFhnmmPwrOWgA,indian,4.0,5
yndzCcgUIkGhvTyF4va-Eg,indian,3.0,29
HDmk_Rhk8iZM5ULL70QsPA,indian,3.0,5
SkG1zH8KbRKKOgCDxFA4lw,indian,3.5,190
omW37-yT6-yjuTCD1IMJ7A,indian,3.5,9
YTzWgctWFVyw_07NPTnDNA,indian,3.0,13
NInbW8FuHAFwz354Ebm4VA,indian,3.0,69
1NJbUQnAp0ecYsnPWAj0ww,indian,4.5,41
XYK-0C5lAni5Zd0s301jLA,indian,4.5,20
E1NbrEDNxq_cl39sMfxX5A,indian,4.0,204
3DVKbi5cSLMlmph43RF_kA,indian,4.0,309
5YFgQpN3AnlLFG4m5fCvzA,indian,3.0,1
TFE8EAjOqkrHYM9jH6De0A,indian,4.0,34
ix1GGoQL_n2OGhMoMW2mzA,indian,2.0,1
0wSOGZrj4ILpZSgE7SaYuw,indian,4.0,418
JuP4192zOiVFyPXPuc8EtQ,indian,3.5,18
5zbm-v588DGgpce2MjG_5A,indian,4.0,71
WI5kC9Ba8QClXq_mslg07A,indian,3.0,4
FON3TceJNsTC0I0mzBwOKg,indian,3.5,991
URKDkoIl1s1rIfGOfPe7PA,indian,4.5,3
hlbihpX8g_mL5A2Wjj8unw,indian,3.0,8
vfpOoIrPQXZ3KUydNpM2xQ,indian,4.5,57
UQV4XEaZwIRfi5SLs48sDA,indian,3.5,3
V3mSoUHcuFQwDHBPLTSbdg,indian,3.5,24
8YEW9Skc7m_Fl-7crFzPyQ,indian,2.5,30
goIlFGh8EhPQ1fJlzn-NPw,indian,4.0,17
jpw7iGUzsj_AECKt351X8w,indian,4.0,428
HwvG1FXbVunyHOZCYZSblA,indian,4.5,3
3vpqJK9Oz515AZR-bFW5Ig,indian,4.0,1
WYFPMrpRKoBaBPd-yOoiEA,indian,3.0,2
61H9oV-8y6EMZdcKnQc-jA,indian,4.0,218
-K9aoYpCy5_99gojar4nWg,indian,2.5,18
o7fIFh6OgHy8jryyYM3VNA,indian,3.0,267
GsUOi6XcuMRZ4UT_zfuixQ,indian,3.0,1
7QNfgCS66llLCsVu_8VOyA,indian,4.0,265
NNvB5YIkm_dApe-YbUGqeA,indian,4.0,22
jt_mFVGnAcPx27vIz4o29A,indian,3.5,1210
pGr5QuQU7Ur5GHLvXbT8bw,indian,4.5,1047
VLQrI-Qua7Ok02fAAuwvAA,indian,3.5,16
uJvC_0oiXtFowcBVG5oJdA,indian,2.5,2
cecWBm6P2T1dIXrTfJWKng,indian,3.5,26
uZ_Ht4U1dAdUrdUNdoVHOg,indian,4.0,11
bRPq-Nmct5bOuOtsu8fC7Q,indian,3.5,2019
6xCZHAr7yj_vWwRJalAEOg,indian,4.5,131
ahKL-52Ogn7iPFjhQbbb3w,indian,4.0,11
u5Kjydmh63lhOv1s1xZEUw,indian,3.5,373
JdNzj7EGQLC9eqqw3SYBPg,indian,3.5,360
utbWLB3zYR1o__iDI9-Xgg,indian,2.5,18
Gol6yMg-EYy2-unPykGXvg,indian,4.0,4
w2oSwwvOf-DBnEUumq_TIA,indian,3.0,601
7f-oylSG7GlfPRbfWo99LA,indian,2.5,12
zv0mrfqDWW6o3-rX0U7_Sw,indian,4.0,9
QzPaA7e4O7iabpwr99pmiQ,indian,2.0,4
CnixInBJQ7LIf3WgBAEV0A,indian,4.0,10
vHHVrNOhGDCbqzpYgKcUYw,indian,2.0,2
m1sfDqgDiKKyUaXo9DWVeQ,indian,4.0,237
7ODapIfgerSKkAjKR0a2xw,indian,3.0,60
R7PHDW6wKzYHOOh4f6MrzA,indian,3.0,20
EJPqwdHlr6smIgI5SFP6vg,indian,2.5,2
Bf2UQhIKXrdnrT8i8qUAJQ,indian,1.0,1
kK5f5YDwhpD3jvUGg-VRHw,indian,3.0,37
QAD4BeDKUfvH5SmNtkVhkQ,indian,3.0,93
Q4lFkP8mC4PLnPErm3ibjw,indian,1.5,6
XEN8cu1woUXfadkWBoxjRQ,indian,3.0,13
OQjI8bMxpnx-9WKzyGqfmg,indian,4.0,50
-tI3uIKZVLc2YXWUdYWgjQ,indian,1.0,1
cfa699KGi9Ki-U_mCMVJvg,indian,3.5,468
QZcRSVUltJ6YreTeDx52lQ,indian,4.0,172
WY_DiwBhCjqVkk1IKhUGcA,indian,4.0,404
YGH_FoxpVIpOJ4M5hAtQZg,indian,2.5,7
tjstlcFtOiXnUU1MAG1uqg,indian,4.5,288
WCzh8JOXq1xFrOhizQKCEw,indian,2.5,12
oYiswrz5gNiZBsd3QUR9LQ,indian,3.5,69
GgVSxkEzFRyAorxuODA1tQ,indian,1.0,2
ExOHOMrBuPSFmDaLDvtSJw,indian,3.5,9
TM8wJkjBw2NFzBp6Yy5HFA,indian,3.5,93
vakXD04_SQRt6gPKZJlHAw,indian,2.0,2
rzE_duqZUMHwBnHJe1BauQ,indian,4.0,79
cP7vkHiDU0emIPrEexv5vA,indian,4.0,360
F3dTT21cnXG3dB9vGQe9MQ,indian,4.0,1
tf3RVircY9-8adku41N6VQ,indian,4.0,405
3rQYiiLz1g29D4qHJEUq4A,indian,4.0,53
1ubEg-rrSE8IWXl6lJzIGw,indian,4.0,392
cWzdIJhEDZIjSGDpYGWy3Q,indian,3.0,199
0nPCpOj_okwdhrNcSL-Ztw,indian,2.0,4
MHuhN-URZQ22Anrpu6juhg,indian,4.0,87
zKGv7E_UNpL8vCiyfUkJEw,indian,4.0,63
Tl3-184IK6tovU5IvO-lNQ,indian,3.5,169
yxNl-s1wpguz-7BnQ-EbTA,indian,3.5,9
xc5jT9-87-MOyom3d1DWRQ,indian,3.0,2
bzWazLmV5qG4mX8kFjyobw,indian,3.5,57
_t0sNRN5yfj1nEopg2bwwg,indian,3.0,2
X_AQHQmY2pO_YHaojU_rMg,indian,3.0,173
j7fFfjr8rIqXjfEJ4FUs2g,indian,2.0,5
Pvtj0dQ7r4fJOKNu7Beavw,indian,4.0,109
CcncHLot-nt8qECbw3SNsg,indian,4.0,130
DU_z_ypJ1j3hoRrkTqQpEQ,indian,4.0,58
L1gBXF7Ux5mUmDQ0qpOMkw,indian,3.0,4
FejdpQ-25jy6NcatdbKwrA,indian,4.0,18
oUfTF9uBy6MyKiONbgkilw,indian,2.5,2
zIp8N3qSklx2-ewVOAR0LA,indian,3.0,6
HGJU4aVI5uXxSWLVqp9LgA,indian,4.0,248
azCB19UzoGl7njg5FDudaw,indian,3.5,109
cCesIqo-LQt0cRlZAnrAZQ,indian,4.0,1672
iiwV70LVeKi9_ZTlCFhfZg,indian,2.5,5
e_Ee9lzCrTTjghDepvbM9Q,indian,2.0,1
GafVAOtTmzjiC9B8jKPm_g,indian,3.5,151
eT2rROrWDAr0auGYqQrp9A,indian,3.5,89
OBQ2IKvREm5oW6_uu-v_uw,indian,3.5,195
1-4W4i1fj9rp0Blrg0Q1zg,indian,4.0,89
2wkDxFATkqvhAojWtRdrQg,indian,1.0,1
o8KtWVBIVI9E3YYM5r0dPw,indian,3.5,101
qf098TQ-Frxq4QyrlYqDJw,indian,3.5,127
sDgN-TGeEz-wd8kWEUWwTA,indian,3.5,567
XtRF6hvdB1kxQ7cntqjOqQ,indian,2.5,23
xKi-O_l0BkXE25Q7824XHw,indian,4.0,1
uOwNAh9yZuq7yItvw4pZqw,indian,3.5,92
ZLOu3e4bQm6sXplI3b_94A,indian,3.0,8
OHD58Nwnf5sSMpSgpiUk3Q,indian,4.5,2
_ArDQIKj5qHgmwNnnIaIIg,indian,4.0,241
GFu9tYQD3y8HhSJ6tG4rYQ,indian,2.5,21
B-lbpKcK1sVfqGdlmagKag,indian,3.5,142
f-r5eSgWBVmayNSXD2hkpQ,indian,5.0,4
oIUdTViTYGfY9Tp6N8IfoQ,indian,4.5,42
_U9PlIheyEyfAn7UUxABeg,indian,4.5,49
FEhAl2T2UGwnsdvjLIQbQA,indian,3.0,152
Cq2IVq7VOlEzQ0YfdPqc-w,indian,3.0,37
TPEkQX8Amp6Jb7FQmFKZxA,indian,3.5,108
7tJq-a_K-yKOWSqyXVOlFg,indian,4.5,77
z-0XNRNvLK1-UOPLakh4HQ,indian,2.0,1
z9Ha8FUrN4jnJhnEFNrYUg,indian,3.5,12
ypIozGpyE9d4kVt8GiJ7ew,indian,3.0,1
ZywebG6I7Qk9HxsgA7TC1A,indian,1.0,1
eRBcBaXw3TjQE9CfQqKJzA,indian,3.0,15
