RestrauntID,Cuisine,Rating,NumberOfReviews
ojbH3wnRu050hRhkmoxRiA,chinese,4.0,404
croh2zWlbPyCQTNS11klcg,chinese,4.0,43
xq0cX_DgxiJMXwhmEl9kUA,chinese,4.0,1036
FXhSEZfIqjMZh4hR0_8jMQ,chinese,4.0,289
0dDCDQz7DrKkSvu9h2hcQw,chinese,4.5,66
a93NwZxjkPQydJxR42oPyg,chinese,3.5,12
6tASYtO9zOrXr8-LPnAToQ,chinese,4.0,324
bVkjBJlAIwKAj9Aw1KVWjA,chinese,4.0,643
wfhMIiMh2A2psCGONOVSlg,chinese,4.0,991
xCHApgtkLpEyh0lz-uhZvg,chinese,4.0,187
w3wKbjuNCZnYoPOr-FCk5w,chinese,4.5,52
lynQoI3w_pzYfHGeuUU-Qg,chinese,4.5,475
0CjK3esfpFcxIopebzjFxA,chinese,4.0,5034
oowNI_aUmGEFa_VW8BFgRg,chinese,4.0,148
SBJHGtqJyfaU47NPjGAU6A,chinese,4.0,67
dDXtga5Kgo5B1twdezcZJA,chinese,4.0,270
lQ8Fzgji9qmgRXkFcvAsVQ,chinese,4.0,179
HScFap2SwbUlfC-QXVkxFA,chinese,4.0,1303
i6RhqnCJ_oUfTu5LikGXUg,chinese,5.0,7
5YBYGnZtTGJABXC4Jahhzg,chinese,4.0,156
jc7lVTvmYMIK5RNpENtS6w,chinese,4.0,95
ZCAkVl5SeCDeBWg_xjfYeg,chinese,4.0,53
6hacsz7FUwprKTjJb6KFog,chinese,3.5,1258
BPErPpKSNluwcjbKRgze3w,chinese,4.0,385
eVDV1ALwvre01Xo8v6BCoQ,chinese,4.0,85
gJXNSJ9VXTuCFmp_Kl9TVQ,chinese,4.0,65
SVJNB9LqI13jtVyKMZVqeg,chinese,3.5,375
0vg2Z-HPwkyVVX613j2ysg,chinese,4.5,260
Kqb7MjTPNkjPMoFRd-rWpw,chinese,4.0,382
0k678lCWQyReNi0lARlOmw,chinese,4.0,467
Aux2Mp7bGnF3S6h60ab3iQ,chinese,4.0,26
Bwj7nzWphGV6FaZ_ygTSOg,chinese,3.5,112
sfsjk1h50ooC2ioY7m48gw,chinese,4.0,203
tsHdT1GDibhYYA0JA7Z9tg,chinese,4.0,268
douRKPVxuo8BEOkMxgVl_w,chinese,4.0,49
-Bh1oJYcf7XmmznR91jX_A,chinese,4.0,23
lgS9lE0Y9FhzT68zCj5QCw,chinese,3.5,166
LpVbI-E9C-CSp7WhU5h2Iw,chinese,4.5,421
7ZQSMqWzvXMSetXnii2fBg,chinese,4.0,347
A-ert0jDRBfku9ogyW_mEg,chinese,4.5,169
Gd3_3mxOvj2xYiqysV8rbQ,chinese,4.0,1457
R7EGjHWw0tNheY6-ahH8fQ,chinese,4.5,327
qGgQMVExGERqGhZNDM2ROg,chinese,3.5,448
I_Va7AZSHpEwX75S-3hHLQ,chinese,4.0,118
H1jops1lmuhrq9lP7lEGJQ,chinese,4.0,1044
lSrdxUNxyMgh5YU903JUiw,chinese,4.0,97
R26zweQ8-xoZS7iHkXQOvw,chinese,4.0,1289
MdDj13LgIs0WdbIdiyqB7Q,chinese,4.0,165
neQM053ovAOrf1sVSAPI9w,chinese,4.0,768
ynB8T3htx8s5V0YV8gVPGA,chinese,4.0,357
jwKPVep2qZYBUA6SLLQPvg,chinese,3.5,174
_WXa2M3gz2Mi0ys3s88nDw,chinese,4.0,145
uiQ6p_3biJD5S4PrF58t_g,chinese,3.5,837
wurhcLKXD4YJ5XfTxpbE5Q,chinese,3.5,386
YdAtCf_13UK-uvXuOMrhNg,chinese,4.0,139
pBNMZp_tKCAfRNx7-ybcHQ,chinese,4.5,185
-lgNzAEyFr8LCTuBTWnAMg,chinese,4.0,122
scTDvJ2M2jDbb1ntVeIyxA,chinese,3.5,342
WRPJeH3goSpj5ke3Pkrnfw,chinese,4.0,139
nI1UYDCYUTt23TpGxqnLKg,chinese,4.0,3374
kwqOmEwWJ0D9PyCdFGE3-g,chinese,4.0,519
8xDbEfYXuPwi-94LLcb22A,chinese,4.0,49
wDuf4Qz9qsC62amLZgWNJQ,chinese,4.0,146
3kq1_dUIPrA6BFTuX-M6mw,chinese,4.5,12
mDajKjZjRN4tVGEJFOgF9w,chinese,3.5,217
MXstrG3HjF83LcxAd8OpTw,chinese,4.0,46
UNyGz06_7RendbswIyNYtA,chinese,3.5,124
LwEzFDBX-nUHYHgAddfaxA,chinese,3.0,319
bnDfFdiCcPzhuNWUJORvLQ,chinese,4.0,772
l44CFBTejwL0ElKmkH7xQQ,chinese,4.0,293
x64xHVZoQj1ZOjzPqVprkw,chinese,4.0,177
C7CFAdrczXxNhnN-MNJqmw,chinese,4.0,579
1dFOF1HPaThSCsdiqR7DrA,chinese,3.5,268
SNhDVaf_n7VDZcfry8mYdA,chinese,3.5,910
8ig0yf0003DAp4YOGTlbVg,chinese,4.0,485
M-odQWSEfsR2mVEw7nKG-g,chinese,4.0,1768
XiIBASyS65DX3E_staW0JQ,chinese,4.0,301
u5-S5ElOzXnavuZ2gFsCpg,chinese,3.5,155
HjUwZOlok1TabhS4S1ya2w,chinese,4.5,76
IqbHVeqgewmbeSMXBhbqSw,chinese,3.5,212
Qsc2DrX3IR-uGfwnUlOzcA,chinese,4.0,42
38KDbZ8yuozUbswBr6OWVA,chinese,3.5,235
b2d8CP6sKQotFjzZX0Thtw,chinese,4.0,14
sxv1oJxG8uu6u4tjKHiJMA,chinese,4.5,24
k8GFfCXO2FIIJIo0ICYSRA,chinese,4.5,31
hh0W5CPtx2MoyQGb1kAEEA,chinese,4.0,169
9-vKFnUby_6-pR6UJxjzMw,chinese,4.5,122
DKGUSLiqNchBNatKoPM9QQ,chinese,4.0,90
IhSVn0TaX8xXb3wcQ-fgcA,chinese,4.0,2224
oJjMYhA6z1_BVaQpSdyl8g,chinese,4.0,124
6dVXDdgzDEVt4DvHzpWo9w,chinese,3.5,274
54om5q7V4anmIXw2PdNJbA,chinese,4.0,25
97q5nUQTuBo_h00XCxna2A,chinese,4.0,1352
AxalkZb61r5Ks7l1yhhIHQ,chinese,3.5,154
wDRgZ1i7xcJ51xgtfO-fxQ,chinese,3.5,268
Qgv2vyUV-DwK8YwrhU-jtw,chinese,3.5,53
omOPvWNdukvWOC0peXPyng,chinese,4.0,144
Lbs8QBRN1U7IYBo5Mcv-RQ,chinese,4.0,1362
oe8GEFE4QLFAKt87y7zcgA,chinese,4.0,458
tA_AoGEL_oGllbU2j77Shw,chinese,5.0,16
hBbAmEYXM4L03AU9Vt_p9g,chinese,3.5,21
bcqTacyE-0XDaZYG_xbTBQ,chinese,4.0,225
B87c3bE_u53yNYO1cmHSIw,chinese,4.0,463
EFihj7vsRRXiF5la-UURyw,chinese,3.5,686
DOa_Hm5HHT99GOvlhbydaQ,chinese,4.0,37
8FJ8XVa-duF8rPeyfscUPg,chinese,3.5,112
WIj12zDqIbBucW1hXYhrew,chinese,4.0,157
4p5Fzyt3-mEYFKIYqZ54aA,chinese,4.5,21
D13m2P0qKQUWNqIW-lpHZg,chinese,4.0,97
Va_mnsEvBghHXvc7uZIWJQ,chinese,4.0,473
yDfgB1nvvuABZVzVjoJV7A,chinese,4.0,58
_fZQDgmasvWBtCTj9583lg,chinese,4.0,10
vSkCDRWX6VvP4PJHHFgoDw,chinese,4.0,8
gQ6DNeLNWQV-zwWyuFeBpg,chinese,3.0,137
sR-KTsDa4vafaDak9Ik2sQ,chinese,3.0,150
JaKLZrh1Y_2qB_0Gc3bk3A,chinese,3.0,409
Jy7htqnnxlKB2vZO42_-aw,chinese,3.5,138
7T7L3GgX_rA88SlCfd0QBw,chinese,3.5,179
rYw5rQbWRX9buZHZbxqWdA,chinese,3.5,1351
XfHgiIsoo1Pr_v04bx9ptg,chinese,4.5,70
s5JNxy0eAFgxS2Poi73ODw,chinese,3.5,52
ZdLS7gD1ulmCPkqNc9_S3A,chinese,4.0,103
5TnBfeoBpxPPwIXMGBMasg,chinese,4.0,52
NmJ2xtfZrscfWB_a5wEbXQ,chinese,3.5,161
Qn-qGoIkj-9uApdxb_VTeA,chinese,3.5,383
01m-oqxaCifh0s0eU03bBg,chinese,3.0,54
zubN8Ve-RyoljRZV4NRxEQ,chinese,3.5,1136
hWkbadE0u-Eiqg9SAm176Q,chinese,3.0,43
WRRs3smfm6rHP5k4Slzr3w,chinese,3.0,128
WzdVUuFIv1JzLPTZRnTjVA,chinese,4.0,174
KSYV3rNYaKWW-AHN4_i-7A,chinese,3.5,92
R3UNnA8EbjhNWBHS0wJ0VA,chinese,3.5,218
ru9KtvY8f_b2SKrKwtS3CA,chinese,4.0,79
rEbwps11tIERRkwQrIXQog,chinese,3.5,733
Lp8vAE5nHSt5zbu-lSGK8A,chinese,4.0,235
Cyv-tW4BljwWnP16HI_zAg,chinese,3.5,23
unz_YBwCWg-O5id5rxSyDA,chinese,3.5,146
U5dCWjAxrvLLMH1ErpGfvw,chinese,3.5,97
3ESDUFulPVoMJdsqPQGm0A,chinese,3.5,72
mxjv5RgkTr5qw3wjr2fXmA,chinese,4.0,132
EN9_LsFpY44Hkzcnu0jfIg,chinese,4.0,25
BbODF2tZuw4xW_RFwMzwRg,chinese,3.5,12
5RjZCsXuWPclyrDsnsXw7w,chinese,4.0,97
ybQV8joopvU1_gG2RwLRog,chinese,3.0,71
E1QQuFMX7DAEt8jV4attkA,chinese,3.5,81
h4co9O0SLuvhTtr_Cs9IIQ,chinese,3.5,22
5tWpAFpF618KJxBhHJzF7g,chinese,4.0,17
OX2B4KARPKNTxC39wpcqDA,chinese,3.5,27
AvTezlpt3GXTdSEnXbHP4w,chinese,4.0,314
uaFHoq-a5XqxF-bsOK9_Qg,chinese,3.5,759
e-6UcplEErq2Hj14-eiM6Q,chinese,3.5,21
AgTj_2PYIKP519hexQCvCg,chinese,3.5,284
zWDiH7KpUhRhv1cPNExMDg,chinese,4.5,4
RkcQl4uEJWblWf4xX8ssqQ,chinese,3.5,367
wxUTM-FkpCvnoTGJfSXkWg,chinese,3.0,29
PRd1P_8glLwB5cNO-hFEcw,chinese,4.0,10
KBZQN540Xz6LbXLRVOMc0w,chinese,3.5,157
MYPes7EWP5aLiVG1Z_9eFQ,chinese,3.0,106
zyG1GIU3KnIZ3bOVGgJXlA,chinese,3.5,90
7hh2eP4HVkyjtpcqeITk3Q,chinese,3.0,113
VQ5YGa4L4AT3ugF61hM9qQ,chinese,4.5,13
l1nX-f46dmOEmYPoiuLSaw,chinese,3.5,348
NjBgTtcJgdXKLvqYt3C8CQ,chinese,4.0,72
c1HgKFOT4Cc7TqWQD5mQBQ,chinese,4.5,43
lv0qUfiaHPXKO8lfYu6R4g,chinese,4.0,28
w0pDi_iMZd5MqYQ7t5q1dQ,chinese,3.5,43
vZgJyMZlpSSS_Y-duxd4_A,chinese,4.0,216
2VQDEQuK3xLFNktPBIpmuQ,chinese,4.0,23
y8xZmhrp6zKnxJNtqFa_8g,chinese,4.0,28
_Ge2eC89Z-jlaDDWglfT8g,chinese,4.5,90
3OT1deSiIYhrcXWJ1sD3wA,chinese,4.5,30
ynIx549QFj29o84y1RSGyw,chinese,4.0,349
eMmcNV51xPKNGMCqBccPvw,chinese,4.0,167
2lJwfmyRKO8zFz5Xuiw11w,chinese,3.0,275
wo7-TKh4B37RTBjPNtkp7w,chinese,3.5,31
B7bxdtvLYR7Nmex4AIFd4w,chinese,3.5,503
L6fT2SWSRlwBEc3jWqV2Ig,chinese,3.5,10
rBUTVjRs5CcEMe3dfVRZJQ,chinese,4.5,64
6kCo3xb87Sc3Aa5ZSWzNnw,chinese,3.0,188
fUhBM10aNrkVGvHJ2Hbhqw,chinese,3.0,188
mOP2_wjgUMqELKDL1Y-U-A,chinese,3.5,399
EgBPFtixZK9VhRtFsobDxg,chinese,4.0,5
OfqANzeWRlZrdHQuG7pI0w,chinese,3.0,143
NZb6ILmE0p4gQ5harzrAvA,chinese,3.0,325
sMoKKcyUslHmHe0NmCYgfg,chinese,4.0,201
dTZ-q8CwEDo9iVKM0tydnQ,chinese,3.0,176
PQ2ZlhuTlJpvMUgvsAwtmQ,chinese,3.5,251
Myp2rEB3yEcdaZIRe0S3Ww,chinese,3.5,118
bgnM6uy66zupYzb4QdL3vA,chinese,3.5,83
9v-JAffC6qw8Xp67BICByQ,chinese,3.5,388
ItZ8CzZAGXGjB8_9HxDIXg,chinese,3.0,88
Nt3Y26a6OMtdBe8xMMJjqQ,chinese,3.5,252
v2dtG37r1ThqtfEfiFsAUg,chinese,3.0,426
GJZnf3B-ADjlCV1NXsHvGQ,chinese,3.0,88
ePVlFbTzdVQFWie__kdplg,chinese,3.5,341
_RhAY03oEBw9HNwUAJyBCw,chinese,2.5,384
UiBQ8Uyu4wfOtEM1Rr8ycA,chinese,4.0,400
z2ffmGBEhNUrmYEAWGx1Vw,chinese,5.0,5
gxEYxWqKVhs8xBw9Lvd7hA,chinese,3.5,44
g_5V15Xp1OvB1QXuGMstYA,chinese,3.0,480
4OGtGzKP6fvRu7MfQMRSEQ,chinese,3.5,10
3W6S2wraTAj5y4Cd8eQvvw,chinese,4.0,109
1MqGlFP3b7H77fzUkJMKgw,chinese,4.0,481
lKxmH-hQ6ezKbq4URKrd-Q,chinese,4.0,272
vPbJRg5umcRMELTDsJik_A,chinese,3.5,30
Jn7Wtek5_R12TKp2VUJuhw,chinese,3.5,135
Cj1RTtW3zZF_eDqYRZBMYQ,chinese,3.5,17
U74_3F7r3tMhd6dmTmDBxQ,chinese,4.0,656
K0qsGnFv-edPDqVBdLCocQ,chinese,4.0,55
bDsXyYwzk4I9_7l51D_gaA,chinese,3.5,130
LqMHxKckcnSRWrJ6T_irnw,chinese,3.5,65
xZ19F2iiWiA36LAS5PH_GA,chinese,3.5,6
kyJ0CtJ2Lrid_YdZWobf7w,chinese,3.5,199
OvdCm3j_5HzItolfvwrEUA,chinese,3.5,335
RffIwNrMmEf5auDVP1eURA,chinese,3.5,74
3uJAt1EHG0x9pz_c91AHuQ,chinese,3.5,27
dP6SmZ5E5Nj64-3zZMjGSg,chinese,3.0,38
bT4CDzyhV-frXV6ijvXnvw,chinese,4.0,454
98SsKXNs37ohAQERZbBPJg,chinese,3.0,55
QBhHq4eN7rtFzmDUciVL-Q,chinese,3.5,113
ZBuUVSietNeZ0sCD7Z7Hdg,chinese,4.0,18
3NYQQckItp9l7GDzALw79w,chinese,3.5,47
96D85AGxI37JNnveZbC6CA,chinese,4.0,40
rL5F8YnQq9SY0hyece4W2w,chinese,3.5,136
AjZ9hwJRu77jgWIrnhsGcg,chinese,3.0,11
UtrW_dBuT5aqxSzx0FUICQ,chinese,3.5,239
tguMh2GgOcU9fu6WN3dqpw,chinese,4.0,819
Sj2StOWkhHIPE6_sS5RMCQ,chinese,3.0,186
KavW0SjAiElP2ajaexNQDQ,chinese,4.0,40
d_TC6Om2EBTzHVm_lCgNtg,chinese,3.5,1090
agCuWjaUJ8xBO_PDDQRiGw,chinese,4.0,89
PGeL1b4xNJggpZsHEGoxjg,chinese,3.0,324
lpLd3AFaMOV7LfPtvUiq8A,chinese,3.0,622
Ece_DRuD1yQjRPJBAebRpw,chinese,3.0,220
BcOuqkUniZJG5NLpdzeOYQ,chinese,3.5,51
rtucksGJ2MebjJ0PqjIPaw,chinese,3.0,55
YIwYw_A_LRwK66HBTzogYQ,chinese,4.0,70
3Qpi419I29t3sCHMzC_h-g,chinese,3.5,72
YigPOZxASGQX1IniEyCp8g,chinese,3.5,137
RoXFN-T1s6moM5smbY_5Gw,chinese,3.0,442
2pnhIRBUw58PpN8CQEYiZA,chinese,3.5,51
LQ6x_oaOhRrlG9i8p-Fubw,chinese,3.5,124
mL43TXtc0WlFCfhlN0ziHQ,chinese,3.0,2
YCen62jqSWhPOAorQjSZdQ,chinese,3.5,80
hdiQrGDT8enOzpxaipBzNA,chinese,3.0,102
iSjPBJRiWqrgxW7ZM3CGig,chinese,4.0,152
Wezt_3dALzHmfXjHOPG4GQ,chinese,3.5,19
L37A2JWXfwR_PgKColA8xA,chinese,3.5,1248
6OWMji5GiqRlRPZSb1lJ4A,chinese,4.0,185
s25mujxKWphsyFm0Ji1xYA,chinese,3.0,293
ovOupYdkZOWUeDMOdt--ng,chinese,4.0,259
TadRviRC9Z1WhgSsGi3Yow,chinese,3.5,75
bacGm8cL-vUPHdR18_M7bw,chinese,3.5,74
bpeeh-kkay0ZE7mGXsCVKQ,chinese,4.0,111
gcEMZjjqy5Ucnv_5Pv-q1g,chinese,4.0,167
rkeH5HJIuX7ZcOaYNum9xA,chinese,3.5,137
xOL2SC34gdhKHSbyaDz9BA,chinese,3.0,133
Qwd4Tv-CqgO2Yl9zZgkKOQ,chinese,3.0,245
sgKNAn72O2XMQXS6AWmf9w,chinese,4.0,74
1YGpTYD8xIuUpK_beMhzSw,chinese,3.5,87
SNDUD4LFjVHWwrdAkokxRg,chinese,4.0,54
akWRnF0VFJLJD4uOnGWB-g,chinese,4.0,17
a2sxaQooPmq9r7Cc-Umunw,chinese,3.5,227
4zuvAX0g_h_vBgE34oALhg,chinese,4.0,26
3Rah-cvFk79duFQ83voQ5A,chinese,4.0,208
5dzFMuClH9CDvfaUuIKWeg,chinese,3.0,37
inp9N7bo9zqQSa8h8UBhqg,chinese,2.5,185
zb78ua-FlfFRj8v082giBw,chinese,3.5,93
B3i4zs5wquFu1UZyzYJ-bQ,chinese,3.5,1750
IQ91FltwJmIPhS6fKKf2pw,chinese,2.5,48
AeLz0uoZH3hxmkcXlwUIGg,chinese,3.0,83
AbfZkSRMtiHE3naWrN-0Eg,chinese,3.5,39
B3_K2kUVbYOU0VaLcj_LTw,chinese,4.5,1431
nXh79laNQ7leN92F5Ore-Q,chinese,4.0,28
J_CmfwKnzYbfRHvncl7uVA,chinese,4.0,12
MzA6gitJKqfW4VrdS7AiQw,chinese,4.5,47
MXYtu8-0eNkW6L4firJfcw,chinese,3.0,228
NN3mOWF5e_pnR1ArqM2bHQ,chinese,4.0,1609
rJeh77RIvtmISisvVoy6TA,chinese,3.0,105
kWJF8L1u5jdlkLBItUu16w,chinese,3.5,630
zYoL-o9YJpGTwJ-Gmj8AFA,chinese,3.0,224
y8Z9Tos6qtDVd0X0QVm70g,chinese,2.5,32
9j5r0NlYKRkBTVvnAcUcwg,chinese,3.0,58
XaEFFUabnbH8ZF7ccmSAlQ,chinese,2.5,48
F2KRHRtnIAZJezs9UC2u6w,chinese,3.0,42
Pm9g4v6bpq9_OEigK0jHYA,chinese,3.5,7
5sG_S51rleFhCKLgQpXc_g,chinese,3.5,53
b7uTP_afs5Gkf66K7yDl-w,chinese,4.5,10
VDbMrjBq-XAKZTS_cgB9_A,chinese,3.5,51
Vzx-7-jSEBz2g8NuGVhHvQ,chinese,3.5,549
D-PPbfPcCNyKs7w0J4tMvQ,chinese,3.0,70
6gE9N5wD4K-bbmSEBm7Lhw,chinese,3.5,45
svvP8Thiit_8TX-Lfeecrw,chinese,3.0,48
fPW_GBZsnBNsIzK62sCHBg,chinese,4.0,826
pb_cHcy8D8UC-jQ-Q524ug,chinese,4.0,79
SyvC0s3y0ZrtnLbwnvw7tw,chinese,3.5,1093
bSi2f2TaOr4RVTI5eFt0wQ,chinese,3.0,168
RTFIMX31BPeZzx7kJJ1SCA,chinese,3.5,575
yVI01P3ApyLlkqtOfgki7A,chinese,3.0,14
ev6e12vhY_0y4qE1cRhv0A,chinese,4.0,818
gqUR7hd3NsxOD_JrD-iFfQ,chinese,4.0,7
2rSmA4IK51QAQj60YGvjnw,chinese,4.5,12
Xr8jXXafb0tG5oAoS07Jbg,chinese,4.5,17
Tb4aUIIy74xG9wLDEwpxdw,chinese,3.5,172
jpK6MMfLJwLXCzTeywyNNA,chinese,3.5,164
x_t-FtDa5HVgc-wecp0HBg,chinese,3.5,2018
_XLLSXPIjgoZQtwU3RCcQA,chinese,4.0,254
43r4ynjeIZeQI1w7SWARuQ,chinese,4.0,361
ECKMWJwm_sihRQIP1ydeOA,chinese,3.0,32
-xck-yYOqrSl8rGKCVsdGw,chinese,4.0,121
xH7mEjh4Rn6KdHjXYNoOjw,chinese,4.0,550
entLjafiBAYOvbJYHRvyrw,chinese,3.0,17
5u4T6-Z-KhHrRZ9g54pugQ,chinese,4.0,21
-OixbLnFLCzQclxCSbUQ8w,chinese,4.5,1614
O2jCWIOWb-IhyZGZLTNNoA,chinese,3.5,18
BkXb82Y2OIsQ5RpNNQOYmQ,chinese,4.0,89
dpCSDy9uefOEcY44FHss2Q,chinese,3.5,355
f7QVr9xC8UWXdVz9QvbmNg,chinese,5.0,49
ziwipi8JK_ik4mLaw1fTGw,chinese,3.5,30
owKe1hapqCCLnme2Xr3mrA,chinese,3.5,54
VpInBiE272MaN1Hi0DA-Zw,chinese,4.0,163
MhceeLrM2_3mcKw5EGLY6A,chinese,4.0,2143
JjzCmRn3q8JrlwHx8nFhAA,chinese,4.0,83
2dmgtQTFM7koKllEQsZmhQ,chinese,3.0,13
FVfQVQAcGDVFaBlrFaLkUg,chinese,3.5,18
5uTJ_4fWfT1ImuwCLN9xGA,chinese,3.0,307
IQ5i53Mt-xFE73eJZZMt-A,chinese,5.0,1
aije_BqBVVl-6T13QsnRqQ,chinese,3.5,156
51DwJDP5TOlsCQYc0GQdVQ,chinese,3.0,50
rGuXwUtNoDp0_GmspjYwcA,chinese,3.5,456
LYp3izplqg0x-h9CBlb-MQ,chinese,2.5,184
J9kON4T_XtDPDk6jRoR5xA,chinese,3.0,51
vQe7_ZW_jBSWKtgSiXGIOA,chinese,4.0,448
PUwrkoUztUYs4VdHlK9qBg,chinese,3.0,46
pmJqb7-EckluXUk6Rtml6A,chinese,3.0,71
bRL9IQG2gpdAAEcaa8V0Qg,chinese,4.5,62
j9LAlbSiqGlvfAOt8LRRzQ,chinese,2.5,48
DpfE0gPBXj-aj2pnEh4E2Q,chinese,4.0,100
wjhtsakYuglCXwPaUFN4-g,chinese,4.0,47
Te2iLepC0UrJRzVKexFukQ,chinese,3.0,704
6kBMtBA9opJxZv01fiAnvg,chinese,4.5,18
Qd4LleGL1MU7hcBYXcyVSA,chinese,4.0,27
d6i6sGHtPmyUkHze5S1lIQ,chinese,4.5,23
4XXzwYA8Ng1pOLSov_srDg,chinese,3.5,11
QFjyGK3DtTGJ9-g8E7ofCw,chinese,3.5,12
Yo6D3B8TP_xdN1yaoNc0Ww,chinese,3.5,29
s_N9uqqUqjgL7O-bHKZ80w,chinese,4.0,14
nrsWSUJdNtOhV2UzPi-oOQ,chinese,3.0,20
dhR4FMfoN0-MT5JOs7B-5g,chinese,4.5,48
-T_5QJwgPMxfXTeOmpImsA,chinese,4.5,112
etU9gCufydWxkm44Y_esyA,chinese,4.5,23
b03GEE_pYlLCdD6yShZKqw,chinese,4.0,9
Aeiyyowii5GBL9Y-SjTxvg,chinese,4.0,14
WgQkB7cbPNgj0pLin7gQtw,chinese,3.0,70
V9cBgn2RFLurwg6lwuLH7w,chinese,4.0,188
oFBgvlELwMtvqA0gcGr96g,chinese,4.0,45
dSaMEWm0EQTG4TOeUetU5w,chinese,3.0,104
kYJbGSjyXocbRrgMV-zExg,chinese,3.0,104
6LfskUyZzmcDSV6h5kOwGw,chinese,3.5,710
qH8PVeddtVs9cKN2pwgdkQ,chinese,3.5,75
kNOr6_g6QfBHdhf89j3g5w,chinese,4.0,286
gAugxpTjPNbMK86dvXirJQ,chinese,4.0,24
RCzBcrOgc2ZWzXmkdmb6QA,chinese,4.0,18
rPTX2J5KGDkN1QhPD-QOvg,chinese,4.5,48
EDLKX7cCxPbmbmo1XG3xJQ,chinese,3.0,415
tS4aiWBYgzlqKX898jr3_w,chinese,4.0,128
EVQQ1Fs1YNlKd4HuxmzlJQ,chinese,3.0,12
rCCZWRpuzW3FhAHN2BB1Eg,chinese,4.0,317
za9mYaRVWkwKkQfjRgvU0g,chinese,4.0,242
FH978pIP1TLRuPAH-MbWIQ,chinese,3.5,1936
TxaxeiUqQqcFrWrerNqgXw,chinese,2.5,33
U0EJ4URMoFHJEzAkMp4WWQ,chinese,2.5,123
zqyGYIiCXL1Hz8KVZxbylQ,chinese,4.0,133
bAPDGHHaLZs-XEFk7ZXGVA,chinese,3.5,137
vC3yBLteaaPp0ycXRtfwPA,chinese,3.5,32
fgGRIM0b9JGIoNOAnHzROQ,chinese,4.5,22
DjLxykRuP8OFtGtPPZpfdQ,chinese,4.5,54
RQRQOO_CGhj16AIz4KqlQA,chinese,4.0,16
AfF4zVbVI27zwgkzOLYDFg,chinese,4.0,176
JRSAnPCs3jgiRVvE9j2S7g,chinese,3.0,60
PkA0eLD1AZ0voGAmUSG9mg,chinese,4.0,35
qFZuYdXy57_ydnsEFdfOxA,chinese,4.0,128
7wrFd9tnIBMClzDnrWdSNw,chinese,4.0,8
CesS-E8Q3ztX6VnkXO6wBg,chinese,3.5,155
bGOZTD9O00OkVA1Pkt3OuQ,chinese,3.5,261
pepM7-yv4-jCT6S1nl6fPg,chinese,4.5,114
SSvIOFoNkq3ARqWo5PbYwg,chinese,3.0,17
OQ93Z1tAmdPqK7twEEvISA,chinese,3.5,20
DNSFvZtdsqkaidmFSpm-Jw,chinese,4.0,138
siWkEWRj6ipcMMY5EGWPrQ,chinese,3.5,6
BTWWgZrMo_pS_BK-TYO92g,chinese,4.0,206
Q1TpfbuPwKPFrNFyu-u2_g,chinese,4.0,83
84zvcPTAVCsSVtzCUtSDtA,chinese,3.5,868
6uPtOyrxXV8y1y8pvLU2pA,chinese,3.0,52
__r8_g1cgDaiDn10cGeJ3Q,chinese,2.5,29
w0KRT7v9_hsVkcRVMsD2Jg,chinese,3.0,13
AEkpyAGcVe5NgH2Nb7fCNQ,chinese,3.5,183
RYoc4EBUNOtgbg7c32OG9A,chinese,4.5,185
55jx0bYJ-odyqKKSrDXtPA,chinese,4.0,74
7hyQqnnAisSL-nfIWCPziQ,chinese,3.5,205
TjB0wn5MyHM5rDMBCSCnfw,chinese,4.0,32
yVDNPV0Yf3vQAsXTJett1g,chinese,3.0,36
yDS7SUTAe6y3BYKdepIrbg,chinese,3.5,148
4-03VyMoFlXipCKh-aQcoA,chinese,3.5,33
_4UvguU5z2hMsHXlYedFXw,chinese,4.5,24
nrPfcOC4mGnEL-9CpoGhMg,chinese,4.0,89
nBm-zxAWg_oA8JNtHxPvcw,chinese,3.5,143
qpFoZi5PqY7KVWCRNOmFGw,chinese,2.5,218
gvAzBcK3YZf6UQqOerqF2w,chinese,5.0,1
PBUIaPtgnhmdHE3KHglK-g,chinese,4.5,1675
OHqazo2j-RLZnLWo_YRnDw,chinese,2.5,26
RUnj4RTVOSbbHE5zyguhrg,chinese,3.5,56
NXZFu7KHBrG02gzYneY5Xg,chinese,4.0,515
53y6b_-YaptXhlm2-STzeA,chinese,3.5,450
vkgl6UT8e7PXoVZUhxXq8w,chinese,3.5,30
-4pRolL6EQddbv4iHrIZwQ,chinese,3.5,80
E1fFQqXuO2Ido9hGDmTbDg,chinese,4.5,10
rHA9M0XOJL6O11xaEiDurA,chinese,2.5,47
3K7Kc82bhU6-qjAjsBs3Fw,chinese,4.0,491
O1fUmxt3kbV-rnyjBtzAfw,chinese,4.5,143
5YbnCuCq3peyUXwlMIC-SQ,chinese,3.5,8
0WDHtP31HeVY0LP8INiFzQ,chinese,4.5,68
k_y6o8zqI3cODdKABwWZ9g,chinese,5.0,5
C6NvtFvXo86_kEWi3qBYWQ,chinese,3.5,67
iXmDaPsgylG1kHPLli15MQ,chinese,4.0,575
5yHuB6cT4Y82u22kOziobw,chinese,3.0,86
aPI3_mdisxIOo9EwBEJPZQ,chinese,3.0,39
yFub1BhKEP-W-_ZM3_nJoQ,chinese,4.0,243
XwB2qg5lN1oX2_ccyO515g,chinese,2.5,51
